ticker,filter,optimizer,seed,holdout_mse,train_loss
AAPL,F0,normalized_sgd,1,0.00011624990316324641,0.00021428464553926627
AAPL,F0,adam,0,0.0001162512698378627,0.00021428464182612154
AAPL,F0,adam,1,0.00011625126983786273,0.00021428464182612154
AAPL,F0,adamw,0,0.00011625126953358586,0.0002142846418261216
AAPL,F0,adamw,1,0.00011625126947362424,0.0002142846418261216
AAPL,F1,sgd,0,0.00011454949829162517,3.512220224721641e-05
AAPL,F1,sgd,1,0.00011402688074914406,3.4884013117611896e-05
AAPL,F1,clipped_sgd,0,0.00011454949829162517,3.512220224721641e-05
AAPL,F1,clipped_sgd,1,0.00011402688074914406,3.4884013117611896e-05
AAPL,F1,normalized_sgd,0,0.000172215537398725,1.5133431771502746e-05
AAPL,F1,normalized_sgd,1,0.00017225252534696397,1.5133524589525394e-05
AAPL,F1,adam,0,0.00017220794902924602,1.5133428991865083e-05
AAPL,F1,adam,1,0.00017220794902924602,1.5133428991865083e-05
AAPL,F1,adamw,0,0.00017220657268470898,1.5133428993406717e-05
AAPL,F1,adamw,1,0.00017220659124056703,1.5133428993365649e-05
AAPL,F2,sgd,0,0.00011466006194176467,1.2990233384368932e-06
AAPL,F2,sgd,1,0.00011410518965925482,1.2737242045173765e-06
AAPL,F2,clipped_sgd,0,0.00011466006194176467,1.2990233384368932e-06
AAPL,F2,clipped_sgd,1,0.00011410518965925482,1.2737242045173765e-06
AAPL,F2,normalized_sgd,0,0.00019097595947337672,1.0696862551909292e-07
AAPL,F2,normalized_sgd,1,0.00019102248880295832,1.0696852787644642e-07
AAPL,F2,adam,0,0.0001912110256294681,1.0696580669373202e-07
AAPL,F2,adam,1,0.00019122059624083172,1.0696580036119422e-07
AAPL,F2,adamw,0,0.000191199065552055,1.069658128319579e-07
AAPL,F2,adamw,1,0.00019120880462112112,1.0696580576412467e-07
AAPL,F3,sgd,0,0.00011470265635201995,3.2905467039318106e-06
AAPL,F3,sgd,1,0.00011414367554760694,3.3013729253660662e-06
AAPL,F3,clipped_sgd,0,0.00011470265635201995,3.2905467039318106e-06
AAPL,F3,clipped_sgd,1,0.00011414367554760694,3.3013729253660662e-06
AAPL,F3,normalized_sgd,0,0.00023055714561432268,1.5568661345319416e-06
AAPL,F3,normalized_sgd,1,0.00023061996990156753,1.5568670109726277e-06
AAPL,F3,adam,0,0.00023058351859571696,1.556865165561488e-06
AAPL,F3,adam,1,0.00023058351859571696,1.556865165561488e-06
AAPL,F3,adamw,0,0.00023058226548078244,1.556865165593083e-06
AAPL,F3,adamw,1,0.00023058228968466765,1.5568651655920117e-06
