model,optimizer,filter,seed,steps,conv,t_drop100,floor_p50,floor_p10,floor_p90,auc,final_grad
logistic,adam,F5,6,4000,0,4000,0.3553743762697281,0.3306262912605476,0.3633504714644966,-0.4545573411468588,0.31943393044999646
logistic,adam,F5,7,4000,0,4000,0.12164577290737721,0.11396014879890613,0.13181686440709148,-0.7239598426270253,0.11384566479613044
logistic,adam,F6,0,4000,0,4000,0.28548738948840957,0.2754307905282626,0.3043778450877768,-0.4354815270556649,0.2868758157740483
logistic,adam,F6,1,4000,0,4000,0.25537095268583054,0.25041877542467383,0.2572635142620285,-0.565570639348842,0.2490475944507377
logistic,adam,F6,2,4000,0,4000,0.252864791519384,0.24828327034760037,0.25663024479784585,-0.5441330745572442,0.24706358476593582
logistic,adam,F6,3,4000,0,4000,0.2906559547294815,0.27567394262281125,0.31638093977317455,-0.5136754995561862,0.27242938395332555
logistic,adam,F6,4,4000,0,4000,0.16540093447640264,0.14969821850673945,0.16751442374305642,-0.7392689358264222,0.14566202759207225
logistic,adam,F6,5,4000,0,4000,0.21120452858157457,0.19971414462582993,0.22439219509825284,-0.639475056545203,0.19934714632754708
logistic,adam,F6,6,4000,0,4000,0.3448059056038485,0.32318800754150456,0.35491039066412033,-0.46755749422500104,0.316342994578864
logistic,adam,F6,7,4000,0,4000,0.12844427585858195,0.12056802343663452,0.1374277038539844,-0.7233544560479377,0.11976861684859659
