ticker,filter,optimizer,seed,train_size,test_size,train_mse,holdout_mse_raw,holdout_loglik_raw,snr_filter_db,hurst_train_raw,hurst_train_smoothed,alpha_train_raw,alpha_train_smoothed
AAPL,F0,sgd,0,1000,200,0.00034259746858211635,0.0002958598783261206,528.4831723930948,inf,0.5725838217210483,0.5725838217210483,1.0774024704816028,1.0774024704816028
AAPL,F0,sgd,1,1000,200,0.0003437871116334476,0.0002979210482988104,527.7819836402413,inf,0.5725838217210483,0.5725838217210483,1.0774024704816028,1.0774024704816028
AAPL,F0,sgd,2,1000,200,0.0003451979604337069,0.00029850459266648766,527.5979377256125,inf,0.5725838217210483,0.5725838217210483,1.0774024704816028,1.0774024704816028
AAPL,F0,adam,0,1000,200,0.0003370221078198791,0.000295074259889594,528.7892139439666,inf,0.5725838217210483,0.5725838217210483,1.0774024704816028,1.0774024704816028
AAPL,F0,adam,1,1000,200,0.0003370221080174692,0.0002950732032039567,528.789583640469,inf,0.5725838217210483,0.5725838217210483,1.0774024704816028,1.0774024704816028
AAPL,F0,adam,2,1000,200,0.0003370221078198791,0.0002950742598895862,528.7892139439692,inf,0.5725838217210483,0.5725838217210483,1.0774024704816028,1.0774024704816028
AAPL,F0,adamw,0,1000,200,0.0003370221078198818,0.00029507425501538017,528.7892155637745,inf,0.5725838217210483,0.5725838217210483,1.0774024704816028,1.0774024704816028
AAPL,F0,adamw,1,1000,200,0.00033702210782234705,0.000295074168085523,528.7892461746402,inf,0.5725838217210483,0.5725838217210483,1.0774024704816028,1.0774024704816028
AAPL,F0,adamw,2,1000,200,0.00033702210781988114,0.00029507425875482723,528.7892142882658,inf,0.5725838217210483,0.5725838217210483,1.0774024704816028,1.0774024704816028
AAPL,F1,sgd,0,1000,200,5.655931918511968e-05,0.0002960182658406027,528.4275157493644,-6.893606648187224,0.5725838217210483,0.8012997469679037,1.0774024704816028,1.4458442662516227
AAPL,F1,sgd,1,1000,200,5.614979422902947e-05,0.0002981184168453085,527.7136003025338,-6.893606648187224,0.5725838217210483,0.8012997469679037,1.0774024704816028,1.4458442662516227
AAPL,F1,sgd,2,1000,200,5.684027940270224e-05,0.00029872274223260976,527.5226565390311,-6.893606648187224,0.5725838217210483,0.8012997469679037,1.0774024704816028,1.4458442662516227
AAPL,F1,adam,0,1000,200,2.234882489843041e-05,0.0005265440010077289,470.64046196212723,-6.893606648187224,0.5725838217210483,0.8012997469679037,1.0774024704816028,1.4458442662516227
AAPL,F1,adam,1,1000,200,2.2348824898430406e-05,0.0005265440010077288,470.64046196212723,-6.893606648187224,0.5725838217210483,0.8012997469679037,1.0774024704816028,1.4458442662516227
AAPL,F1,adam,2,1000,200,2.234882489843041e-05,0.0005265440010077289,470.64046196212723,-6.893606648187224,0.5725838217210483,0.8012997469679037,1.0774024704816028,1.4458442662516227
AAPL,F1,adamw,0,1000,200,2.234882489977436e-05,0.0005265401038057594,470.64120245173046,-6.893606648187224,0.5725838217210483,0.8012997469679037,1.0774024704816028,1.4458442662516227
AAPL,F1,adamw,1,1000,200,2.23488248997353e-05,0.0005265401617823308,470.6411914360545,-6.893606648187224,0.5725838217210483,0.8012997469679037,1.0774024704816028,1.4458442662516227
AAPL,F1,adamw,2,1000,200,2.2348824899749582e-05,0.0005265401332419535,470.64119685730515,-6.893606648187224,0.5725838217210483,0.8012997469679037,1.0774024704816028,1.4458442662516227
AAPL,F2,sgd,0,1000,200,2.214014533525404e-06,0.00029593246691752515,528.4580131759353,-23.354465006890265,0.5725838217210483,1.503717353183203,1.0774024704816028,1.660997695260761
AAPL,F2,sgd,1,1000,200,2.1754625151410283e-06,0.0002980298495312688,527.7447746677717,-23.354465006890265,0.5725838217210483,1.503717353183203,1.0774024704816028,1.660997695260761
AAPL,F2,sgd,2,1000,200,2.2829192355790057e-06,0.00029863592144101144,527.5533017934133,-23.354465006890265,0.5725838217210483,1.503717353183203,1.0774024704816028,1.660997695260761
AAPL,F2,adam,0,1000,200,4.774028671885981e-08,0.0005733137290164537,462.12107085772993,-23.354465006890265,0.5725838217210483,1.503717353183203,1.0774024704816028,1.660997695260761
AAPL,F2,adam,1,1000,200,4.772442269570978e-08,0.0005752543527229055,461.78315810375057,-23.354465006890265,0.5725838217210483,1.503717353183203,1.0774024704816028,1.660997695260761
AAPL,F2,adam,2,1000,200,4.772973608183028e-08,0.0005744592274998221,461.9214714143079,-23.354465006890265,0.5725838217210483,1.503717353183203,1.0774024704816028,1.660997695260761
AAPL,F2,adamw,0,1000,200,4.774079003479744e-08,0.0005732271880760128,462.13616675374215,-23.354465006890265,0.5725838217210483,1.503717353183203,1.0774024704816028,1.660997695260761
AAPL,F2,adamw,1,1000,200,4.7724907288167126e-08,0.0005751658378427312,461.79854625660005,-23.354465006890265,0.5725838217210483,1.503717353183203,1.0774024704816028,1.660997695260761
AAPL,F2,adamw,2,1000,200,4.773026023524706e-08,0.0005743682621564285,461.9373075001988,-23.354465006890265,0.5725838217210483,1.503717353183203,1.0774024704816028,1.660997695260761
AAPL,F3,sgd,0,1000,200,3.645584639316657e-05,0.000295915852053116,528.463603548455,-8.69956587392704,0.5725838217210483,1.1960624311908084,1.0774024704816028,1.33876457228491
AAPL,F3,sgd,1,1000,200,3.671077092431635e-05,0.0002980071581596876,527.7523771902725,-8.69956587392704,0.5725838217210483,1.1960624311908084,1.0774024704816028,1.33876457228491
AAPL,F3,sgd,2,1000,200,3.7427621288136375e-05,0.00029860591631928306,527.563341916358,-8.69956587392704,0.5725838217210483,1.1960624311908084,1.0774024704816028,1.33876457228491
AAPL,F3,adam,0,1000,200,2.2762490591611904e-05,0.0005210426874180748,471.67940311976395,-8.69956587392704,0.5725838217210483,1.1960624311908084,1.0774024704816028,1.33876457228491
AAPL,F3,adam,1,1000,200,2.2762490591611904e-05,0.0005210426874180748,471.67940311976395,-8.69956587392704,0.5725838217210483,1.1960624311908084,1.0774024704816028,1.33876457228491
AAPL,F3,adam,2,1000,200,2.2762490591611904e-05,0.0005210426874180746,471.679403119764,-8.69956587392704,0.5725838217210483,1.1960624311908084,1.0774024704816028,1.33876457228491
AAPL,F3,adamw,0,1000,200,2.276249059184337e-05,0.00052104075307984,471.6797744101427,-8.69956587392704,0.5725838217210483,1.1960624311908084,1.0774024704816028,1.33876457228491
AAPL,F3,adamw,1,1000,200,2.2762490591844137e-05,0.0005210407479505617,471.6797753913902,-8.69956587392704,0.5725838217210483,1.1960624311908084,1.0774024704816028,1.33876457228491
AAPL,F3,adamw,2,1000,200,2.2762490591862903e-05,0.0005210406731410197,471.679789750687,-8.69956587392704,0.5725838217210483,1.1960624311908084,1.0774024704816028,1.33876457228491
AAPL,F4,sgd,0,1000,200,3.0955296051711274e-05,0.0002959655979059911,528.4463618344422,-10.340521674254218,0.5725838217210483,0.8205971407072039,1.0774024704816028,0.593
AAPL,F4,sgd,1,1000,200,3.070793100845179e-05,0.0002980643165775732,527.7327695297184,-10.340521674254218,0.5725838217210483,0.8205971407072039,1.0774024704816028,0.593
AAPL,F4,sgd,2,1000,200,3.084535269145314e-05,0.00029867130849013716,527.5409680202486,-10.340521674254218,0.5725838217210483,0.8205971407072039,1.0774024704816028,0.593
AAPL,F4,adam,0,1000,200,1.9288495510696364e-05,0.0005007432330791625,475.6653467003673,-10.340521674254218,0.5725838217210483,0.8205971407072039,1.0774024704816028,0.593
AAPL,F4,adam,1,1000,200,1.9288495510696364e-05,0.0005007432330791625,475.6653467003673,-10.340521674254218,0.5725838217210483,0.8205971407072039,1.0774024704816028,0.593
